t,x,y,z,vx,vy,vz
8.485,6624.2,0,3160.6,-280,0,-40
8.49,6622.8,0,3160.4,-280,0,-40
8.495,6621.4,0,3160.2,-280,0,-40
8.5,6620,0,3160,-280,0,-40
8.505,6618.6,0,3159.8,-280,0,-40
8.51,6617.2,0,3159.6,-280,0,-40
8.515,6615.8,0,3159.4,-280,0,-40
8.52,6614.4,0,3159.2,-280,0,-40
8.525,6613,0,3159,-280,0,-40
8.53,6611.6,0,3158.8,-280,0,-40
8.535,6610.2,0,3158.6,-280,0,-40
8.54,6608.8,0,3158.4,-280,0,-40
8.545,6607.4,0,3158.2,-280,0,-40
8.55,6606,0,3158,-280,0,-40
8.555,6604.6,0,3157.8,-280,0,-40
8.56,6603.2,0,3157.6,-280,0,-40
8.565,6601.8,0,3157.4,-280,0,-40
8.57,6600.4,0,3157.2,-280,0,-40
8.575,6599,0,3157,-280,0,-40
8.58,6597.6,0,3156.8,-280,0,-40
8.585,6596.2,0,3156.6,-280,0,-40
8.59,6594.8,0,3156.4,-280,0,-40
8.595,6593.4,0,3156.2,-280,0,-40
8.6,6592,0,3156,-280,0,-40
8.605,6590.6,0,3155.8,-280,0,-40
8.61,6589.2,0,3155.6,-280,0,-40
8.615,6587.8,0,3155.4,-280,0,-40
8.62,6586.4,0,3155.2,-280,0,-40
8.625,6585,0,3155,-280,0,-40
8.63,6583.6,0,3154.8,-280,0,-40
8.635,6582.2,0,3154.6,-280,0,-40
8.64,6580.8,0,3154.4,-280,0,-40
8.645,6579.4,0,3154.2,-280,0,-40
8.65,6578,0,3154,-280,0,-40
8.655,6576.6,0,3153.8,-280,0,-40
8.66,6575.2,0,3153.6,-280,0,-40
8.665,6573.8,0,3153.4,-280,0,-40
8.67,6572.4,0,3153.2,-280,0,-40
8.675,6571,0,3153,-280,0,-40
8.68,6569.6,0,3152.8,-280,0,-40
8.685,6568.2,0,3152.6,-280,0,-40
8.69,6566.8,0,3152.4,-280,0,-40
8.695,6565.4,0,3152.2,-280,0,-40
8.7,6564,0,3152,-280,0,-40
8.705,6562.6,0,3151.8,-280,0,-40
8.71,6561.2,0,3151.6,-280,0,-40
8.715,6559.8,0,3151.4,-280,0,-40
8.72,6558.4,0,3151.2,-280,0,-40
8.725,6557,0,3151,-280,0,-40
8.73,6555.6,0,3150.8,-280,0,-40
8.735,6554.2,0,3150.6,-280,0,-40
8.74,6552.8,0,3150.4,-280,0,-40
8.745,6551.4,0,3150.2,-280,0,-40
8.75,6550,0,3150,-280,0,-40
8.755,6548.6,0,3149.8,-280,0,-40
8.76,6547.2,0,3149.6,-280,0,-40
8.765,6545.8,0,3149.4,-280,0,-40
8.77,6544.4,0,3149.2,-280,0,-40
8.775,6543,0,3149,-280,0,-40
8.78,6541.6,0,3148.8,-280,0,-40
8.785,6540.2,0,3148.6,-280,0,-40
8.79,6538.8,0,3148.4,-280,0,-40
8.795,6537.4,0,3148.2,-280,0,-40
8.8,6536,0,3148,-280,0,-40
8.805,6534.6,0,3147.8,-280,0,-40
8.81,6533.2,0,3147.6,-280,0,-40
8.815,6531.8,0,3147.4,-280,0,-40
8.82,6530.4,0,3147.2,-280,0,-40
8.825,6529,0,3147,-280,0,-40
8.83,6527.6,0,3146.8,-280,0,-40
8.835,6526.2,0,3146.6,-280,0,-40
8.84,6524.8,0,3146.4,-280,0,-40
8.845,6523.4,0,3146.2,-280,0,-40
8.85,6522,0,3146,-280,0,-40
8.855,6520.6,0,3145.8,-280,0,-40
8.86,6519.2,0,3145.6,-280,0,-40
8.865,6517.8,0,3145.4,-280,0,-40
8.87,6516.4,0,3145.2,-280,0,-40
8.875,6515,0,3145,-280,0,-40
8.88,6513.6,0,3144.8,-280,0,-40
8.885,6512.2,0,3144.6,-280,0,-40
8.89,6510.8,0,3144.4,-280,0,-40
8.895,6509.4,0,3144.2,-280,0,-40
8.9,6508,0,3144,-280,0,-40
8.905,6506.6,0,3143.8,-280,0,-40
8.91,6505.2,0,3143.6,-280,0,-40
8.915,6503.8,0,3143.4,-280,0,-40
8.92,6502.4,0,3143.2,-280,0,-40
8.925,6501,0,3143,-280,0,-40
8.93,6499.6,0,3142.8,-280,0,-40
8.935,6498.2,0,3142.6,-280,0,-40
8.94,6496.8,0,3142.4,-280,0,-40
8.945,6495.4,0,3142.2,-280,0,-40
8.95,6494,0,3142,-280,0,-40
8.955,6492.6,0,3141.8,-280,0,-40
8.96,6491.2,0,3141.6,-280,0,-40
8.965,6489.8,0,3141.4,-280,0,-40
8.97,6488.4,0,3141.2,-280,0,-40
8.975,6487,0,3141,-280,0,-40
8.98,6485.6,0,3140.8,-280,0,-40
8.985,6484.2,0,3140.6,-280,0,-40
8.99,6482.8,0,3140.4,-280,0,-40
8.995,6481.4,0,3140.2,-280,0,-40
9,6480,0,3140,-280,0,-40
9.005,6478.6,0,3139.8,-280,0,-40
9.01,6477.2,0,3139.6,-280,0,-40
9.015,6475.8,0,3139.4,-280,0,-40
9.02,6474.4,0,3139.2,-280,0,-40
9.025,6473,0,3139,-280,0,-40
9.03,6471.6,0,3138.8,-280,0,-40
9.035,6470.2,0,3138.6,-280,0,-40
9.04,6468.8,0,3138.4,-280,0,-40
9.045,6467.4,0,3138.2,-280,0,-40
9.05,6466,0,3138,-280,0,-40
9.055,6464.6,0,3137.8,-280,0,-40
9.06,6463.2,0,3137.6,-280,0,-40
9.065,6461.8,0,3137.4,-280,0,-40
9.07,6460.4,0,3137.2,-280,0,-40
9.075,6459,0,3137,-280,0,-40
9.08,6457.6,0,3136.8,-280,0,-40
9.085,6456.2,0,3136.6,-280,0,-40
9.09,6454.8,0,3136.4,-280,0,-40
9.095,6453.4,0,3136.2,-280,0,-40
9.1,6452,0,3136,-280,0,-40
9.105,6450.6,0,3135.8,-280,0,-40
9.11,6449.2,0,3135.6,-280,0,-40
9.115,6447.8,0,3135.4,-280,0,-40
9.12,6446.4,0,3135.2,-280,0,-40
9.125,6445,0,3135,-280,0,-40
9.13,6443.6,0,3134.8,-280,0,-40
9.135,6442.2,0,3134.6,-280,0,-40
9.14,6440.8,0,3134.4,-280,0,-40
9.145,6439.4,0,3134.2,-280,0,-40
9.15,6438,0,3134,-280,0,-40
9.155,6436.6,0,3133.8,-280,0,-40
9.16,6435.2,0,3133.6,-280,0,-40
9.165,6433.8,0,3133.4,-280,0,-40
9.17,6432.4,0,3133.2,-280,0,-40
9.175,6431,0,3133,-280,0,-40
9.18,6429.6,0,3132.8,-280,0,-40
9.185,6428.2,0,3132.6,-280,0,-40
9.19,6426.8,0,3132.4,-280,0,-40
9.195,6425.4,0,3132.2,-280,0,-40
9.2,6424,0,3132,-280,0,-40
9.205,6422.6,0,3131.8,-280,0,-40
9.21,6421.2,0,3131.6,-280,0,-40
9.215,6419.8,0,3131.4,-280,0,-40
9.22,6418.4,0,3131.2,-280,0,-40
9.225,6417,0,3131,-280,0,-40
9.23,6415.6,0,3130.8,-280,0,-40
9.235,6414.2,0,3130.6,-280,0,-40
9.24,6412.8,0,3130.4,-280,0,-40
9.245,6411.4,0,3130.2,-280,0,-40
9.25,6410,0,3130,-280,0,-40
9.255,6408.6,0,3129.8,-280,0,-40
9.26,6407.2,0,3129.6,-280,0,-40
9.265,6405.8,0,3129.4,-280,0,-40
9.27,6404.4,0,3129.2,-280,0,-40
9.275,6403,0,3129,-280,0,-40
9.28,6401.6,0,3128.8,-280,0,-40
9.285,6400.2,0,3128.6,-280,0,-40
9.29,6398.8,0,3128.4,-280,0,-40
9.295,6397.4,0,3128.2,-280,0,-40
9.3,6396,0,3128,-280,0,-40
9.305,6394.6,0,3127.8,-280,0,-40
9.31,6393.2,0,3127.6,-280,0,-40
9.315,6391.8,0,3127.4,-280,0,-40
9.32,6390.4,0,3127.2,-280,0,-40
9.325,6389,0,3127,-280,0,-40
9.33,6387.6,0,3126.8,-280,0,-40
9.335,6386.2,0,3126.6,-280,0,-40
9.34,6384.8,0,3126.4,-280,0,-40
9.345,6383.4,0,3126.2,-280,0,-40
9.35,6382,0,3126,-280,0,-40
9.355,6380.6,0,3125.8,-280,0,-40
9.36,6379.2,0,3125.6,-280,0,-40
9.365,6377.8,0,3125.4,-280,0,-40
9.37,6376.4,0,3125.2,-280,0,-40
9.375,6375,0,3125,-280,0,-40
9.38,6373.6,0,3124.8,-280,0,-40
9.385,6372.2,0,3124.6,-280,0,-40
9.39,6370.8,0,3124.4,-280,0,-40
9.395,6369.4,0,3124.2,-280,0,-40
9.4,6368,0,3124,-280,0,-40
9.405,6366.6,0,3123.8,-280,0,-40
9.41,6365.2,0,3123.6,-280,0,-40
9.415,6363.8,0,3123.4,-280,0,-40
9.42,6362.4,0,3123.2,-280,0,-40
9.425,6361,0,3123,-280,0,-40
9.43,6359.6,0,3122.8,-280,0,-40
9.435,6358.2,0,3122.6,-280,0,-40
9.44,6356.8,0,3122.4,-280,0,-40
9.445,6355.4,0,3122.2,-280,0,-40
9.45,6354,0,3122,-280,0,-40
9.455,6352.6,0,3121.8,-280,0,-40
9.46,6351.2,0,3121.6,-280,0,-40
9.465,6349.8,0,3121.4,-280,0,-40
9.47,6348.4,0,3121.2,-280,0,-40
9.475,6347,0,3121,-280,0,-40
9.48,6345.6,0,3120.8,-280,0,-40
9.485,6344.2,0,3120.6,-280,0,-40
9.49,6342.8,0,3120.4,-280,0,-40
9.495,6341.4,0,3120.2,-280,0,-40
9.5,6340,0,3120,-280,0,-40
9.505,6338.6,0,3119.8,-280,0,-40
9.51,6337.2,0,3119.6,-280,0,-40
9.515,6335.8,0,3119.4,-280,0,-40
9.52,6334.4,0,3119.2,-280,0,-40
9.525,6333,0,3119,-280,0,-40
9.53,6331.6,0,3118.8,-280,0,-40
9.535,6330.2,0,3118.6,-280,0,-40
9.54,6328.8,0,3118.4,-280,0,-40
9.545,6327.4,0,3118.2,-280,0,-40
9.55,6326,0,3118,-280,0,-40
9.555,6324.6,0,3117.8,-280,0,-40
9.56,6323.2,0,3117.6,-280,0,-40
9.565,6321.8,0,3117.4,-280,0,-40
9.57,6320.4,0,3117.2,-280,0,-40
9.575,6319,0,3117,-280,0,-40
9.58,6317.6,0,3116.8,-280,0,-40
9.585,6316.2,0,3116.6,-280,0,-40
9.59,6314.8,0,3116.4,-280,0,-40
9.595,6313.4,0,3116.2,-280,0,-40
9.6,6312,0,3116,-280,0,-40
9.605,6310.6,0,3115.8,-280,0,-40
9.61,6309.2,0,3115.6,-280,0,-40
9.615,6307.8,0,3115.4,-280,0,-40
9.62,6306.4,0,3115.2,-280,0,-40
9.625,6305,0,3115,-280,0,-40
9.63,6303.6,0,3114.8,-280,0,-40
9.635,6302.2,0,3114.6,-280,0,-40
9.64,6300.8,0,3114.4,-280,0,-40
9.645,6299.4,0,3114.2,-280,0,-40
9.65,6298,0,3114,-280,0,-40
9.655,6296.6,0,3113.8,-280,0,-40
9.66,6295.2,0,3113.6,-280,0,-40
9.665,6293.8,0,3113.4,-280,0,-40
9.67,6292.4,0,3113.2,-280,0,-40
9.675,6291,0,3113,-280,0,-40
9.68,6289.6,0,3112.8,-280,0,-40
9.685,6288.2,0,3112.6,-280,0,-40
9.69,6286.8,0,3112.4,-280,0,-40
9.695,6285.4,0,3112.2,-280,0,-40
9.7,6284,0,3112,-280,0,-40
9.705,6282.6,0,3111.8,-280,0,-40
9.71,6281.2,0,3111.6,-280,0,-40
9.715,6279.8,0,3111.4,-280,0,-40
9.72,6278.4,0,3111.2,-280,0,-40
9.725,6277,0,3111,-280,0,-40
9.73,6275.6,0,3110.8,-280,0,-40
9.735,6274.2,0,3110.6,-280,0,-40
9.74,6272.8,0,3110.4,-280,0,-40
9.745,6271.4,0,3110.2,-280,0,-40
9.75,6270,0,3110,-280,0,-40
9.755,6268.6,0,3109.8,-280,0,-40
9.76,6267.2,0,3109.6,-280,0,-40
9.765,6265.8,0,3109.4,-280,0,-40
9.77,6264.4,0,3109.2,-280,0,-40
9.775,6263,0,3109,-280,0,-40
9.78,6261.6,0,3108.8,-280,0,-40
9.785,6260.2,0,3108.6,-280,0,-40
9.79,6258.8,0,3108.4,-280,0,-40
9.795,6257.4,0,3108.2,-280,0,-40
9.8,6256,0,3108,-280,0,-40
9.805,6254.6,0,3107.8,-280,0,-40
9.81,6253.2,0,3107.6,-280,0,-40
9.815,6251.8,0,3107.4,-280,0,-40
9.82,6250.4,0,3107.2,-280,0,-40
9.825,6249,0,3107,-280,0,-40
9.83,6247.6,0,3106.8,-280,0,-40
9.835,6246.2,0,3106.6,-280,0,-40
9.84,6244.8,0,3106.4,-280,0,-40
9.845,6243.4,0,3106.2,-280,0,-40
9.85,6242,0,3106,-280,0,-40
9.855,6240.6,0,3105.8,-280,0,-40
9.86,6239.2,0,3105.6,-280,0,-40
9.865,6237.8,0,3105.4,-280,0,-40
9.87,6236.4,0,3105.2,-280,0,-40
9.875,6235,0,3105,-280,0,-40
9.88,6233.6,0,3104.8,-280,0,-40
9.885,6232.2,0,3104.6,-280,0,-40
9.89,6230.8,0,3104.4,-280,0,-40
9.895,6229.4,0,3104.2,-280,0,-40
9.9,6228,0,3104,-280,0,-40
9.905,6226.6,0,3103.8,-280,0,-40
9.91,6225.2,0,3103.6,-280,0,-40
9.915,6223.8,0,3103.4,-280,0,-40
9.92,6222.4,0,3103.2,-280,0,-40
9.925,6221,0,3103,-280,0,-40
9.93,6219.6,0,3102.8,-280,0,-40
9.935,6218.2,0,3102.6,-280,0,-40
9.94,6216.8,0,3102.4,-280,0,-40
9.945,6215.4,0,3102.2,-280,0,-40
9.95,6214,0,3102,-280,0,-40
9.955,6212.6,0,3101.8,-280,0,-40
9.96,6211.2,0,3101.6,-280,0,-40
9.965,6209.8,0,3101.4,-280,0,-40
9.97,6208.4,0,3101.2,-280,0,-40
9.975,6207,0,3101,-280,0,-40
9.98,6205.6,0,3100.8,-280,0,-40
9.985,6204.2,0,3100.6,-280,0,-40
9.99,6202.8,0,3100.4,-280,0,-40
9.995,6201.4,0,3100.2,-280,0,-40
10,6200,0,3100,-280,0,-40
10.005,6198.6,0,3099.8,-280,0,-40
10.01,6197.2,0,3099.6,-280,0,-40
10.015,6195.8,0,3099.4,-280,0,-40
10.02,6194.4,0,3099.2,-280,0,-40
10.025,6193,0,3099,-280,0,-40
10.03,6191.6,0,3098.8,-280,0,-40
10.035,6190.2,0,3098.6,-280,0,-40
10.04,6188.8,0,3098.4,-280,0,-40
10.045,6187.4,0,3098.2,-280,0,-40
10.05,6186,0,3098,-280,0,-40
10.055,6184.6,0,3097.8,-280,0,-40
10.06,6183.2,0,3097.6,-280,0,-40
10.065,6181.8,0,3097.4,-280,0,-40
10.07,6180.4,0,3097.2,-280,0,-40
10.075,6179,0,3097,-280,0,-40
10.08,6177.6,0,3096.8,-280,0,-40
10.085,6176.2,0,3096.6,-280,0,-40
10.09,6174.8,0,3096.4,-280,0,-40
10.095,6173.4,0,3096.2,-280,0,-40
10.1,6172,0,3096,-280,0,-40
10.105,6170.6,0,3095.8,-280,0,-40
10.11,6169.2,0,3095.6,-280,0,-40
10.115,6167.8,0,3095.4,-280,0,-40
10.12,6166.4,0,3095.2,-280,0,-40
10.125,6165,0,3095,-280,0,-40
10.13,6163.6,0,3094.8,-280,0,-40
10.135,6162.2,0,3094.6,-280,0,-40
10.14,6160.8,0,3094.4,-280,0,-40
10.145,6159.4,0,3094.2,-280,0,-40
10.15,6158,0,3094,-280,0,-40
10.155,6156.6,0,3093.8,-280,0,-40
10.16,6155.2,0,3093.6,-280,0,-40
10.165,6153.8,0,3093.4,-280,0,-40
10.17,6152.4,0,3093.2,-280,0,-40
10.175,6151,0,3093,-280,0,-40
10.18,6149.6,0,3092.8,-280,0,-40
10.185,6148.2,0,3092.6,-280,0,-40
10.19,6146.8,0,3092.4,-280,0,-40
10.195,6145.4,0,3092.2,-280,0,-40
10.2,6144,0,3092,-280,0,-40
10.205,6142.6,0,3091.8,-280,0,-40
10.21,6141.2,0,3091.6,-280,0,-40
10.215,6139.8,0,3091.4,-280,0,-40
10.22,6138.4,0,3091.2,-280,0,-40
10.225,6137,0,3091,-280,0,-40
10.23,6135.6,0,3090.8,-280,0,-40
10.235,6134.2,0,3090.6,-280,0,-40
10.24,6132.8,0,3090.4,-280,0,-40
10.245,6131.4,0,3090.2,-280,0,-40
10.25,6130,0,3090,-280,0,-40
10.255,6128.6,0,3089.8,-280,0,-40
10.26,6127.2,0,3089.6,-280,0,-40
10.265,6125.8,0,3089.4,-280,0,-40
10.27,6124.4,0,3089.2,-280,0,-40
10.275,6123,0,3089,-280,0,-40
10.28,6121.6,0,3088.8,-280,0,-40
10.285,6120.2,0,3088.6,-280,0,-40
10.29,6118.8,0,3088.4,-280,0,-40
10.295,6117.4,0,3088.2,-280,0,-40
10.3,6116,0,3088,-280,0,-40
10.305,6114.6,0,3087.8,-280,0,-40
10.31,6113.2,0,3087.6,-280,0,-40
10.315,6111.8,0,3087.4,-280,0,-40
10.32,6110.4,0,3087.2,-280,0,-40
10.325,6109,0,3087,-280,0,-40
10.33,6107.6,0,3086.8,-280,0,-40
10.335,6106.2,0,3086.6,-280,0,-40
10.34,6104.8,0,3086.4,-280,0,-40
10.345,6103.4,0,3086.2,-280,0,-40
10.35,6102,0,3086,-280,0,-40
10.355,6100.6,0,3085.8,-280,0,-40
10.36,6099.2,0,3085.6,-280,0,-40
10.365,6097.8,0,3085.4,-280,0,-40
10.37,6096.4,0,3085.2,-280,0,-40
10.375,6095,0,3085,-280,0,-40
10.38,6093.6,0,3084.8,-280,0,-40
10.385,6092.2,0,3084.6,-280,0,-40
10.39,6090.8,0,3084.4,-280,0,-40
10.395,6089.4,0,3084.2,-280,0,-40
10.4,6088,0,3084,-280,0,-40
10.405,6086.6,0,3083.8,-280,0,-40
10.41,6085.2,0,3083.6,-280,0,-40
10.415,6083.8,0,3083.4,-280,0,-40
10.42,6082.4,0,3083.2,-280,0,-40
10.425,6081,0,3083,-280,0,-40
10.43,6079.6,0,3082.8,-280,0,-40
10.435,6078.2,0,3082.6,-280,0,-40
10.44,6076.8,0,3082.4,-280,0,-40
10.445,6075.4,0,3082.2,-280,0,-40
10.45,6074,0,3082,-280,0,-40
10.455,6072.6,0,3081.8,-280,0,-40
10.46,6071.2,0,3081.6,-280,0,-40
10.465,6069.8,0,3081.4,-280,0,-40
10.47,6068.4,0,3081.2,-280,0,-40
10.475,6067,0,3081,-280,0,-40
10.48,6065.6,0,3080.8,-280,0,-40
10.485,6064.2,0,3080.6,-280,0,-40
10.49,6062.8,0,3080.4,-280,0,-40
10.495,6061.4,0,3080.2,-280,0,-40
10.5,6060,0,3080,-280,0,-40
10.505,6058.6,0,3079.8,-280,0,-40
10.51,6057.2,0,3079.6,-280,0,-40
10.515,6055.8,0,3079.4,-280,0,-40
10.52,6054.4,0,3079.2,-280,0,-40
10.525,6053,0,3079,-280,0,-40
10.53,6051.6,0,3078.8,-280,0,-40
10.535,6050.2,0,3078.6,-280,0,-40
10.54,6048.8,0,3078.4,-280,0,-40
10.545,6047.4,0,3078.2,-280,0,-40
10.55,6046,0,3078,-280,0,-40
10.555,6044.6,0,3077.8,-280,0,-40
10.56,6043.2,0,3077.6,-280,0,-40
10.565,6041.8,0,3077.4,-280,0,-40
10.57,6040.4,0,3077.2,-280,0,-40
10.575,6039,0,3077,-280,0,-40
10.58,6037.6,0,3076.8,-280,0,-40
10.585,6036.2,0,3076.6,-280,0,-40
10.59,6034.8,0,3076.4,-280,0,-40
10.595,6033.4,0,3076.2,-280,0,-40
10.6,6032,0,3076,-280,0,-40
10.605,6030.6,0,3075.8,-280,0,-40
10.61,6029.2,0,3075.6,-280,0,-40
10.615,6027.8,0,3075.4,-280,0,-40
10.62,6026.4,0,3075.2,-280,0,-40
10.625,6025,0,3075,-280,0,-40
10.63,6023.6,0,3074.8,-280,0,-40
10.635,6022.2,0,3074.6,-280,0,-40
10.64,6020.8,0,3074.4,-280,0,-40
10.645,6019.4,0,3074.2,-280,0,-40
10.65,6018,0,3074,-280,0,-40
10.655,6016.6,0,3073.8,-280,0,-40
10.66,6015.2,0,3073.6,-280,0,-40
10.665,6013.8,0,3073.4,-280,0,-40
10.67,6012.4,0,3073.2,-280,0,-40
10.675,6011,0,3073,-280,0,-40
10.68,6009.6,0,3072.8,-280,0,-40
10.685,6008.2,0,3072.6,-280,0,-40
10.69,6006.8,0,3072.4,-280,0,-40
10.695,6005.4,0,3072.2,-280,0,-40
10.7,6004,0,3072,-280,0,-40
10.705,6002.6,0,3071.8,-280,0,-40
10.71,6001.2,0,3071.6,-280,0,-40
10.715,5999.8,0,3071.4,-280,0,-40
10.72,5998.4,0,3071.2,-280,0,-40
10.725,5997,0,3071,-280,0,-40
10.73,5995.6,0,3070.8,-280,0,-40
10.735,5994.2,0,3070.6,-280,0,-40
10.74,5992.8,0,3070.4,-280,0,-40
10.745,5991.4,0,3070.2,-280,0,-40
10.75,5990,0,3070,-280,0,-40
10.755,5988.6,0,3069.8,-280,0,-40
10.76,5987.2,0,3069.6,-280,0,-40
10.765,5985.8,0,3069.4,-280,0,-40
10.77,5984.4,0,3069.2,-280,0,-40
10.775,5983,0,3069,-280,0,-40
10.78,5981.6,0,3068.8,-280,0,-40
10.785,5980.2,0,3068.6,-280,0,-40
10.79,5978.8,0,3068.4,-280,0,-40
10.795,5977.4,0,3068.2,-280,0,-40
10.8,5976,0,3068,-280,0,-40
10.805,5974.6,0,3067.8,-280,0,-40
10.81,5973.2,0,3067.6,-280,0,-40
10.815,5971.8,0,3067.4,-280,0,-40
10.82,5970.4,0,3067.2,-280,0,-40
10.825,5969,0,3067,-280,0,-40
10.83,5967.6,0,3066.8,-280,0,-40
10.835,5966.2,0,3066.6,-280,0,-40
10.84,5964.8,0,3066.4,-280,0,-40
10.845,5963.4,0,3066.2,-280,0,-40
10.85,5962,0,3066,-280,0,-40
10.855,5960.6,0,3065.8,-280,0,-40
10.86,5959.2,0,3065.6,-280,0,-40
10.865,5957.8,0,3065.4,-280,0,-40
10.87,5956.4,0,3065.2,-280,0,-40
10.875,5955,0,3065,-280,0,-40
10.88,5953.6,0,3064.8,-280,0,-40
10.885,5952.2,0,3064.6,-280,0,-40
10.89,5950.8,0,3064.4,-280,0,-40
10.895,5949.4,0,3064.2,-280,0,-40
10.9,5948,0,3064,-280,0,-40
10.905,5946.6,0,3063.8,-280,0,-40
10.91,5945.2,0,3063.6,-280,0,-40
10.915,5943.8,0,3063.4,-280,0,-40
10.92,5942.4,0,3063.2,-280,0,-40
10.925,5941,0,3063,-280,0,-40
10.93,5939.6,0,3062.8,-280,0,-40
10.935,5938.2,0,3062.6,-280,0,-40
10.94,5936.8,0,3062.4,-280,0,-40
10.945,5935.4,0,3062.2,-280,0,-40
10.95,5934,0,3062,-280,0,-40
10.955,5932.6,0,3061.8,-280,0,-40
10.96,5931.2,0,3061.6,-280,0,-40
10.965,5929.8,0,3061.4,-280,0,-40
10.97,5928.4,0,3061.2,-280,0,-40
10.975,5927,0,3061,-280,0,-40
10.98,5925.6,0,3060.8,-280,0,-40
10.985,5924.2,0,3060.6,-280,0,-40
10.99,5922.8,0,3060.4,-280,0,-40
10.995,5921.4,0,3060.2,-280,0,-40
11,5920,0,3060,-280,0,-40
11.005,5918.6,0,3059.8,-280,0,-40
11.01,5917.2,0,3059.6,-280,0,-40
11.015,5915.8,0,3059.4,-280,0,-40
11.02,5914.4,0,3059.2,-280,0,-40
11.025,5913,0,3059,-280,0,-40
11.03,5911.6,0,3058.8,-280,0,-40
11.035,5910.2,0,3058.6,-280,0,-40
11.04,5908.8,0,3058.4,-280,0,-40
11.045,5907.4,0,3058.2,-280,0,-40
11.05,5906,0,3058,-280,0,-40
11.055,5904.6,0,3057.8,-280,0,-40
11.06,5903.2,0,3057.6,-280,0,-40
11.065,5901.8,0,3057.4,-280,0,-40
11.07,5900.4,0,3057.2,-280,0,-40
11.075,5899,0,3057,-280,0,-40
11.08,5897.6,0,3056.8,-280,0,-40
11.085,5896.2,0,3056.6,-280,0,-40
11.09,5894.8,0,3056.4,-280,0,-40
11.095,5893.4,0,3056.2,-280,0,-40
11.1,5892,0,3056,-280,0,-40
11.105,5890.6,0,3055.8,-280,0,-40
11.11,5889.2,0,3055.6,-280,0,-40
11.115,5887.8,0,3055.4,-280,0,-40
11.12,5886.4,0,3055.2,-280,0,-40
11.125,5885,0,3055,-280,0,-40
11.13,5883.6,0,3054.8,-280,0,-40
11.135,5882.2,0,3054.6,-280,0,-40
11.14,5880.8,0,3054.4,-280,0,-40
11.145,5879.4,0,3054.2,-280,0,-40
11.15,5878,0,3054,-280,0,-40
11.155,5876.6,0,3053.8,-280,0,-40
11.16,5875.2,0,3053.6,-280,0,-40
11.165,5873.8,0,3053.4,-280,0,-40
11.17,5872.4,0,3053.2,-280,0,-40
11.175,5871,0,3053,-280,0,-40
11.18,5869.6,0,3052.8,-280,0,-40
11.185,5868.2,0,3052.6,-280,0,-40
11.19,5866.8,0,3052.4,-280,0,-40
11.195,5865.4,0,3052.2,-280,0,-40
11.2,5864,0,3052,-280,0,-40
11.205,5862.6,0,3051.8,-280,0,-40
11.21,5861.2,0,3051.6,-280,0,-40
11.215,5859.8,0,3051.4,-280,0,-40
11.22,5858.4,0,3051.2,-280,0,-40
11.225,5857,0,3051,-280,0,-40
11.23,5855.6,0,3050.8,-280,0,-40
11.235,5854.2,0,3050.6,-280,0,-40
11.24,5852.8,0,3050.4,-280,0,-40
11.245,5851.4,0,3050.2,-280,0,-40
11.25,5850,0,3050,-280,0,-40
11.255,5848.6,0,3049.8,-280,0,-40
11.26,5847.2,0,3049.6,-280,0,-40
11.265,5845.8,0,3049.4,-280,0,-40
11.27,5844.4,0,3049.2,-280,0,-40
11.275,5843,0,3049,-280,0,-40
