t,track_x,track_y,track_z,tgt_x,tgt_y,tgt_z,track_nis
2.825,0,0,0,8209,0,3387,0
2.83,0,0,0,8207.6,0,3386.8,0
2.835,0,0,0,8206.2,0,3386.6,0
2.84,0,0,0,8204.8,0,3386.4,0
2.845,0,0,0,8203.4,0,3386.2,0
2.85,0,0,0,8202,0,3386,0
2.855,0,0,0,8200.6,0,3385.8,0
2.86,0,0,0,8199.2,0,3385.6,0
2.865,0,0,0,8197.8,0,3385.4,0
2.87,0,0,0,8196.4,0,3385.2,0
2.875,0,0,0,8195,0,3385,0
2.88,0,0,0,8193.6,0,3384.8,0
2.885,0,0,0,8192.2,0,3384.6,0
2.89,0,0,0,8190.8,0,3384.4,0
2.895,0,0,0,8189.4,0,3384.2,0
2.9,0,0,0,8188,0,3384,0
2.905,0,0,0,8186.6,0,3383.8,0
2.91,0,0,0,8185.2,0,3383.6,0
2.915,0,0,0,8183.8,0,3383.4,0
2.92,0,0,0,8182.4,0,3383.2,0
2.925,0,0,0,8181,0,3383,0
2.93,0,0,0,8179.6,0,3382.8,0
2.935,0,0,0,8178.2,0,3382.6,0
2.94,0,0,0,8176.8,0,3382.4,0
2.945,0,0,0,8175.4,0,3382.2,0
2.95,0,0,0,8174,0,3382,0
2.955,0,0,0,8172.6,0,3381.8,0
2.96,0,0,0,8171.2,0,3381.6,0
2.965,0,0,0,8169.8,0,3381.4,0
2.97,0,0,0,8168.4,0,3381.2,0
2.975,0,0,0,8167,0,3381,0
2.98,0,0,0,8165.6,0,3380.8,0
2.985,0,0,0,8164.2,0,3380.6,0
2.99,0,0,0,8162.8,0,3380.4,0
2.995,0,0,0,8161.4,0,3380.2,0
3,0,0,0,8160,0,3380,0
3.005,0,0,0,8158.6,0,3379.8,0
3.01,0,0,0,8157.2,0,3379.6,0
3.015,0,0,0,8155.8,0,3379.4,0
3.02,0,0,0,8154.4,0,3379.2,0
3.025,0,0,0,8153,0,3379,0
3.03,0,0,0,8151.6,0,3378.8,0
3.035,0,0,0,8150.2,0,3378.6,0
3.04,0,0,0,8148.8,0,3378.4,0
3.045,0,0,0,8147.4,0,3378.2,0
3.05,0,0,0,8146,0,3378,0
3.055,0,0,0,8144.6,0,3377.8,0
3.06,0,0,0,8143.2,0,3377.6,0
3.065,0,0,0,8141.8,0,3377.4,0
3.07,0,0,0,8140.4,0,3377.2,0
3.075,0,0,0,8139,0,3377,0
3.08,0,0,0,8137.6,0,3376.8,0
3.085,0,0,0,8136.2,0,3376.6,0
3.09,0,0,0,8134.8,0,3376.4,0
3.095,0,0,0,8133.4,0,3376.2,0
3.1,0,0,0,8132,0,3376,0
3.105,0,0,0,8130.6,0,3375.8,0
3.11,0,0,0,8129.2,0,3375.6,0
3.115,0,0,0,8127.8,0,3375.4,0
3.12,0,0,0,8126.4,0,3375.2,0
3.125,0,0,0,8125,0,3375,0
3.13,0,0,0,8123.6,0,3374.8,0
3.135,0,0,0,8122.2,0,3374.6,0
3.14,0,0,0,8120.8,0,3374.4,0
3.145,0,0,0,8119.4,0,3374.2,0
3.15,0,0,0,8118,0,3374,0
3.155,0,0,0,8116.6,0,3373.8,0
3.16,0,0,0,8115.2,0,3373.6,0
3.165,0,0,0,8113.8,0,3373.4,0
3.17,0,0,0,8112.4,0,3373.2,0
3.175,0,0,0,8111,0,3373,0
3.18,0,0,0,8109.6,0,3372.8,0
3.185,0,0,0,8108.2,0,3372.6,0
3.19,0,0,0,8106.8,0,3372.4,0
3.195,0,0,0,8105.4,0,3372.2,0
3.2,0,0,0,8104,0,3372,0
3.205,0,0,0,8102.6,0,3371.8,0
3.21,0,0,0,8101.2,0,3371.6,0
3.215,0,0,0,8099.8,0,3371.4,0
3.22,0,0,0,8098.4,0,3371.2,0
3.225,0,0,0,8097,0,3371,0
3.23,0,0,0,8095.6,0,3370.8,0
3.235,0,0,0,8094.2,0,3370.6,0
3.24,0,0,0,8092.8,0,3370.4,0
3.245,0,0,0,8091.4,0,3370.2,0
3.25,0,0,0,8090,0,3370,0
3.255,0,0,0,8088.6,0,3369.8,0
3.26,0,0,0,8087.2,0,3369.6,0
3.265,0,0,0,8085.8,0,3369.4,0
3.27,0,0,0,8084.4,0,3369.2,0
3.275,0,0,0,8083,0,3369,0
3.28,0,0,0,8081.6,0,3368.8,0
3.285,0,0,0,8080.2,0,3368.6,0
3.29,0,0,0,8078.8,0,3368.4,0
3.295,0,0,0,8077.4,0,3368.2,0
3.3,0,0,0,8076,0,3368,0
3.305,0,0,0,8074.6,0,3367.8,0
3.31,0,0,0,8073.2,0,3367.6,0
3.315,0,0,0,8071.8,0,3367.4,0
3.32,0,0,0,8070.4,0,3367.2,0
3.325,0,0,0,8069,0,3367,0
3.33,0,0,0,8067.6,0,3366.8,0
3.335,0,0,0,8066.2,0,3366.6,0
3.34,0,0,0,8064.8,0,3366.4,0
3.345,0,0,0,8063.4,0,3366.2,0
3.35,0,0,0,8062,0,3366,0
3.355,0,0,0,8060.6,0,3365.8,0
3.36,0,0,0,8059.2,0,3365.6,0
3.365,0,0,0,8057.8,0,3365.4,0
3.37,0,0,0,8056.4,0,3365.2,0
3.375,0,0,0,8055,0,3365,0
3.38,0,0,0,8053.6,0,3364.8,0
3.385,0,0,0,8052.2,0,3364.6,0
3.39,0,0,0,8050.8,0,3364.4,0
3.395,0,0,0,8049.4,0,3364.2,0
3.4,0,0,0,8048,0,3364,0
3.405,0,0,0,8046.6,0,3363.8,0
3.41,0,0,0,8045.2,0,3363.6,0
3.415,0,0,0,8043.8,0,3363.4,0
3.42,0,0,0,8042.4,0,3363.2,0
3.425,0,0,0,8041,0,3363,0
3.43,0,0,0,8039.6,0,3362.8,0
3.435,0,0,0,8038.2,0,3362.6,0
3.44,0,0,0,8036.8,0,3362.4,0
3.445,0,0,0,8035.4,0,3362.2,0
3.45,0,0,0,8034,0,3362,0
3.455,0,0,0,8032.6,0,3361.8,0
3.46,0,0,0,8031.2,0,3361.6,0
3.465,0,0,0,8029.8,0,3361.4,0
3.47,0,0,0,8028.4,0,3361.2,0
3.475,0,0,0,8027,0,3361,0
3.48,0,0,0,8025.6,0,3360.8,0
3.485,0,0,0,8024.2,0,3360.6,0
3.49,0,0,0,8022.8,0,3360.4,0
3.495,0,0,0,8021.4,0,3360.2,0
3.5,0,0,0,8020,0,3360,0
3.505,0,0,0,8018.6,0,3359.8,0
3.51,0,0,0,8017.2,0,3359.6,0
3.515,0,0,0,8015.8,0,3359.4,0
3.52,0,0,0,8014.4,0,3359.2,0
3.525,0,0,0,8013,0,3359,0
3.53,0,0,0,8011.6,0,3358.8,0
3.535,0,0,0,8010.2,0,3358.6,0
3.54,0,0,0,8008.8,0,3358.4,0
3.545,0,0,0,8007.4,0,3358.2,0
3.55,0,0,0,8006,0,3358,0
3.555,0,0,0,8004.6,0,3357.8,0
3.56,0,0,0,8003.2,0,3357.6,0
3.565,0,0,0,8001.8,0,3357.4,0
3.57,0,0,0,8000.4,0,3357.2,0
3.575,0,0,0,7999,0,3357,0
3.58,0,0,0,7997.6,0,3356.8,0
3.585,0,0,0,7996.2,0,3356.6,0
3.59,0,0,0,7994.8,0,3356.4,0
3.595,0,0,0,7993.4,0,3356.2,0
3.6,0,0,0,7992,0,3356,0
3.605,0,0,0,7990.6,0,3355.8,0
3.61,0,0,0,7989.2,0,3355.6,0
3.615,0,0,0,7987.8,0,3355.4,0
3.62,0,0,0,7986.4,0,3355.2,0
3.625,0,0,0,7985,0,3355,0
3.63,0,0,0,7983.6,0,3354.8,0
3.635,0,0,0,7982.2,0,3354.6,0
3.64,0,0,0,7980.8,0,3354.4,0
3.645,0,0,0,7979.4,0,3354.2,0
3.65,0,0,0,7978,0,3354,0
3.655,0,0,0,7976.6,0,3353.8,0
3.66,0,0,0,7975.2,0,3353.6,0
3.665,0,0,0,7973.8,0,3353.4,0
3.67,0,0,0,7972.4,0,3353.2,0
3.675,0,0,0,7971,0,3353,0
3.68,0,0,0,7969.6,0,3352.8,0
3.685,0,0,0,7968.2,0,3352.6,0
3.69,0,0,0,7966.8,0,3352.4,0
3.695,0,0,0,7965.4,0,3352.2,0
3.7,0,0,0,7964,0,3352,0
3.705,0,0,0,7962.6,0,3351.8,0
3.71,0,0,0,7961.2,0,3351.6,0
3.715,0,0,0,7959.8,0,3351.4,0
3.72,0,0,0,7958.4,0,3351.2,0
3.725,0,0,0,7957,0,3351,0
3.73,0,0,0,7955.6,0,3350.8,0
3.735,0,0,0,7954.2,0,3350.6,0
3.74,0,0,0,7952.8,0,3350.4,0
3.745,0,0,0,7951.4,0,3350.2,0
3.75,0,0,0,7950,0,3350,0
3.755,0,0,0,7948.6,0,3349.8,0
3.76,0,0,0,7947.2,0,3349.6,0
3.765,0,0,0,7945.8,0,3349.4,0
3.77,0,0,0,7944.4,0,3349.2,0
3.775,0,0,0,7943,0,3349,0
3.78,0,0,0,7941.6,0,3348.8,0
3.785,0,0,0,7940.2,0,3348.6,0
3.79,0,0,0,7938.8,0,3348.4,0
3.795,0,0,0,7937.4,0,3348.2,0
3.8,0,0,0,7936,0,3348,0
3.805,0,0,0,7934.6,0,3347.8,0
3.81,0,0,0,7933.2,0,3347.6,0
3.815,0,0,0,7931.8,0,3347.4,0
3.82,0,0,0,7930.4,0,3347.2,0
3.825,0,0,0,7929,0,3347,0
3.83,0,0,0,7927.6,0,3346.8,0
3.835,0,0,0,7926.2,0,3346.6,0
3.84,0,0,0,7924.8,0,3346.4,0
3.845,0,0,0,7923.4,0,3346.2,0
3.85,0,0,0,7922,0,3346,0
3.855,0,0,0,7920.6,0,3345.8,0
3.86,0,0,0,7919.2,0,3345.6,0
3.865,0,0,0,7917.8,0,3345.4,0
3.87,0,0,0,7916.4,0,3345.2,0
3.875,0,0,0,7915,0,3345,0
3.88,0,0,0,7913.6,0,3344.8,0
3.885,0,0,0,7912.2,0,3344.6,0
3.89,0,0,0,7910.8,0,3344.4,0
3.895,0,0,0,7909.4,0,3344.2,0
3.9,0,0,0,7908,0,3344,0
3.905,0,0,0,7906.6,0,3343.8,0
3.91,0,0,0,7905.2,0,3343.6,0
3.915,0,0,0,7903.8,0,3343.4,0
3.92,0,0,0,7902.4,0,3343.2,0
3.925,0,0,0,7901,0,3343,0
3.93,0,0,0,7899.6,0,3342.8,0
3.935,0,0,0,7898.2,0,3342.6,0
3.94,0,0,0,7896.8,0,3342.4,0
3.945,0,0,0,7895.4,0,3342.2,0
3.95,0,0,0,7894,0,3342,0
3.955,0,0,0,7892.6,0,3341.8,0
3.96,0,0,0,7891.2,0,3341.6,0
3.965,0,0,0,7889.8,0,3341.4,0
3.97,0,0,0,7888.4,0,3341.2,0
3.975,0,0,0,7887,0,3341,0
3.98,0,0,0,7885.6,0,3340.8,0
3.985,0,0,0,7884.2,0,3340.6,0
3.99,0,0,0,7882.8,0,3340.4,0
3.995,0,0,0,7881.4,0,3340.2,0
4,0,0,0,7880,0,3340,0
4.005,0,0,0,7878.6,0,3339.8,0
4.01,0,0,0,7877.2,0,3339.6,0
4.015,0,0,0,7875.8,0,3339.4,0
4.02,0,0,0,7874.4,0,3339.2,0
4.025,0,0,0,7873,0,3339,0
4.03,0,0,0,7871.6,0,3338.8,0
4.035,0,0,0,7870.2,0,3338.6,0
4.04,0,0,0,7868.8,0,3338.4,0
4.045,0,0,0,7867.4,0,3338.2,0
4.05,0,0,0,7866,0,3338,0
4.055,0,0,0,7864.6,0,3337.8,0
4.06,0,0,0,7863.2,0,3337.6,0
4.065,0,0,0,7861.8,0,3337.4,0
4.07,0,0,0,7860.4,0,3337.2,0
4.075,0,0,0,7859,0,3337,0
4.08,0,0,0,7857.6,0,3336.8,0
4.085,0,0,0,7856.2,0,3336.6,0
4.09,0,0,0,7854.8,0,3336.4,0
4.095,0,0,0,7853.4,0,3336.2,0
4.1,0,0,0,7852,0,3336,0
4.105,0,0,0,7850.6,0,3335.8,0
4.11,0,0,0,7849.2,0,3335.6,0
4.115,0,0,0,7847.8,0,3335.4,0
4.12,0,0,0,7846.4,0,3335.2,0
4.125,0,0,0,7845,0,3335,0
4.13,0,0,0,7843.6,0,3334.8,0
4.135,0,0,0,7842.2,0,3334.6,0
4.14,0,0,0,7840.8,0,3334.4,0
4.145,0,0,0,7839.4,0,3334.2,0
4.15,0,0,0,7838,0,3334,0
4.155,0,0,0,7836.6,0,3333.8,0
4.16,0,0,0,7835.2,0,3333.6,0
4.165,0,0,0,7833.8,0,3333.4,0
4.17,0,0,0,7832.4,0,3333.2,0
4.175,0,0,0,7831,0,3333,0
4.18,0,0,0,7829.6,0,3332.8,0
4.185,0,0,0,7828.2,0,3332.6,0
4.19,0,0,0,7826.8,0,3332.4,0
4.195,0,0,0,7825.4,0,3332.2,0
4.2,0,0,0,7824,0,3332,0
4.205,0,0,0,7822.6,0,3331.8,0
4.21,0,0,0,7821.2,0,3331.6,0
4.215,0,0,0,7819.8,0,3331.4,0
4.22,0,0,0,7818.4,0,3331.2,0
4.225,0,0,0,7817,0,3331,0
4.23,0,0,0,7815.6,0,3330.8,0
4.235,0,0,0,7814.2,0,3330.6,0
4.24,0,0,0,7812.8,0,3330.4,0
4.245,0,0,0,7811.4,0,3330.2,0
4.25,0,0,0,7810,0,3330,0
4.255,0,0,0,7808.6,0,3329.8,0
4.26,0,0,0,7807.2,0,3329.6,0
4.265,0,0,0,7805.8,0,3329.4,0
4.27,0,0,0,7804.4,0,3329.2,0
4.275,0,0,0,7803,0,3329,0
4.28,0,0,0,7801.6,0,3328.8,0
4.285,0,0,0,7800.2,0,3328.6,0
4.29,0,0,0,7798.8,0,3328.4,0
4.295,0,0,0,7797.4,0,3328.2,0
4.3,0,0,0,7796,0,3328,0
4.305,0,0,0,7794.6,0,3327.8,0
4.31,0,0,0,7793.2,0,3327.6,0
4.315,0,0,0,7791.8,0,3327.4,0
4.32,0,0,0,7790.4,0,3327.2,0
4.325,0,0,0,7789,0,3327,0
4.33,0,0,0,7787.6,0,3326.8,0
4.335,0,0,0,7786.2,0,3326.6,0
4.34,0,0,0,7784.8,0,3326.4,0
4.345,0,0,0,7783.4,0,3326.2,0
4.35,0,0,0,7782,0,3326,0
4.355,0,0,0,7780.6,0,3325.8,0
4.36,0,0,0,7779.2,0,3325.6,0
4.365,0,0,0,7777.8,0,3325.4,0
4.37,0,0,0,7776.4,0,3325.2,0
4.375,0,0,0,7775,0,3325,0
4.38,0,0,0,7773.6,0,3324.8,0
4.385,0,0,0,7772.2,0,3324.6,0
4.39,0,0,0,7770.8,0,3324.4,0
4.395,0,0,0,7769.4,0,3324.2,0
4.4,0,0,0,7768,0,3324,0
4.405,0,0,0,7766.6,0,3323.8,0
4.41,0,0,0,7765.2,0,3323.6,0
4.415,0,0,0,7763.8,0,3323.4,0
4.42,0,0,0,7762.4,0,3323.2,0
4.425,0,0,0,7761,0,3323,0
4.43,0,0,0,7759.6,0,3322.8,0
4.435,0,0,0,7758.2,0,3322.6,0
4.44,0,0,0,7756.8,0,3322.4,0
4.445,0,0,0,7755.4,0,3322.2,0
4.45,0,0,0,7754,0,3322,0
4.455,0,0,0,7752.6,0,3321.8,0
4.46,0,0,0,7751.2,0,3321.6,0
4.465,0,0,0,7749.8,0,3321.4,0
4.47,0,0,0,7748.4,0,3321.2,0
4.475,0,0,0,7747,0,3321,0
4.48,0,0,0,7745.6,0,3320.8,0
4.485,0,0,0,7744.2,0,3320.6,0
4.49,0,0,0,7742.8,0,3320.4,0
4.495,0,0,0,7741.4,0,3320.2,0
4.5,0,0,0,7740,0,3320,0
4.505,0,0,0,7738.6,0,3319.8,0
4.51,0,0,0,7737.2,0,3319.6,0
4.515,0,0,0,7735.8,0,3319.4,0
4.52,0,0,0,7734.4,0,3319.2,0
4.525,0,0,0,7733,0,3319,0
4.53,0,0,0,7731.6,0,3318.8,0
4.535,0,0,0,7730.2,0,3318.6,0
4.54,0,0,0,7728.8,0,3318.4,0
4.545,0,0,0,7727.4,0,3318.2,0
4.55,0,0,0,7726,0,3318,0
4.555,0,0,0,7724.6,0,3317.8,0
4.56,0,0,0,7723.2,0,3317.6,0
4.565,0,0,0,7721.8,0,3317.4,0
4.57,0,0,0,7720.4,0,3317.2,0
4.575,0,0,0,7719,0,3317,0
4.58,0,0,0,7717.6,0,3316.8,0
4.585,0,0,0,7716.2,0,3316.6,0
4.59,0,0,0,7714.8,0,3316.4,0
4.595,0,0,0,7713.4,0,3316.2,0
4.6,0,0,0,7712,0,3316,0
4.605,0,0,0,7710.6,0,3315.8,0
4.61,0,0,0,7709.2,0,3315.6,0
4.615,0,0,0,7707.8,0,3315.4,0
4.62,0,0,0,7706.4,0,3315.2,0
4.625,0,0,0,7705,0,3315,0
4.63,0,0,0,7703.6,0,3314.8,0
4.635,0,0,0,7702.2,0,3314.6,0
4.64,0,0,0,7700.8,0,3314.4,0
4.645,0,0,0,7699.4,0,3314.2,0
4.65,0,0,0,7698,0,3314,0
4.655,0,0,0,7696.6,0,3313.8,0
4.66,0,0,0,7695.2,0,3313.6,0
4.665,0,0,0,7693.8,0,3313.4,0
4.67,0,0,0,7692.4,0,3313.2,0
4.675,0,0,0,7691,0,3313,0
4.68,0,0,0,7689.6,0,3312.8,0
4.685,0,0,0,7688.2,0,3312.6,0
4.69,0,0,0,7686.8,0,3312.4,0
4.695,0,0,0,7685.4,0,3312.2,0
4.7,0,0,0,7684,0,3312,0
4.705,0,0,0,7682.6,0,3311.8,0
4.71,0,0,0,7681.2,0,3311.6,0
4.715,0,0,0,7679.8,0,3311.4,0
4.72,0,0,0,7678.4,0,3311.2,0
4.725,0,0,0,7677,0,3311,0
4.73,0,0,0,7675.6,0,3310.8,0
4.735,0,0,0,7674.2,0,3310.6,0
4.74,0,0,0,7672.8,0,3310.4,0
4.745,0,0,0,7671.4,0,3310.2,0
4.75,0,0,0,7670,0,3310,0
4.755,0,0,0,7668.6,0,3309.8,0
4.76,0,0,0,7667.2,0,3309.6,0
4.765,0,0,0,7665.8,0,3309.4,0
4.77,0,0,0,7664.4,0,3309.2,0
4.775,0,0,0,7663,0,3309,0
4.78,0,0,0,7661.6,0,3308.8,0
4.785,0,0,0,7660.2,0,3308.6,0
4.79,0,0,0,7658.8,0,3308.4,0
4.795,0,0,0,7657.4,0,3308.2,0
4.8,0,0,0,7656,0,3308,0
4.805,0,0,0,7654.6,0,3307.8,0
4.81,0,0,0,7653.2,0,3307.6,0
4.815,0,0,0,7651.8,0,3307.4,0
4.82,0,0,0,7650.4,0,3307.2,0
4.825,0,0,0,7649,0,3307,0
4.83,0,0,0,7647.6,0,3306.8,0
4.835,0,0,0,7646.2,0,3306.6,0
4.84,0,0,0,7644.8,0,3306.4,0
4.845,0,0,0,7643.4,0,3306.2,0
4.85,0,0,0,7642,0,3306,0
4.855,0,0,0,7640.6,0,3305.8,0
4.86,0,0,0,7639.2,0,3305.6,0
4.865,0,0,0,7637.8,0,3305.4,0
4.87,0,0,0,7636.4,0,3305.2,0
4.875,0,0,0,7635,0,3305,0
4.88,0,0,0,7633.6,0,3304.8,0
4.885,0,0,0,7632.2,0,3304.6,0
4.89,0,0,0,7630.8,0,3304.4,0
4.895,0,0,0,7629.4,0,3304.2,0
4.9,0,0,0,7628,0,3304,0
4.905,0,0,0,7626.6,0,3303.8,0
4.91,0,0,0,7625.2,0,3303.6,0
4.915,0,0,0,7623.8,0,3303.4,0
4.92,0,0,0,7622.4,0,3303.2,0
4.925,0,0,0,7621,0,3303,0
4.93,0,0,0,7619.6,0,3302.8,0
4.935,0,0,0,7618.2,0,3302.6,0
4.94,0,0,0,7616.8,0,3302.4,0
4.945,0,0,0,7615.4,0,3302.2,0
4.95,0,0,0,7614,0,3302,0
4.955,0,0,0,7612.6,0,3301.8,0
4.96,0,0,0,7611.2,0,3301.6,0
4.965,0,0,0,7609.8,0,3301.4,0
4.97,0,0,0,7608.4,0,3301.2,0
4.975,0,0,0,7607,0,3301,0
4.98,0,0,0,7605.6,0,3300.8,0
4.985,0,0,0,7604.2,0,3300.6,0
4.99,0,0,0,7602.8,0,3300.4,0
4.995,0,0,0,7601.4,0,3300.2,0
5,0,0,0,7600,0,3300,0
5.005,0,0,0,7598.6,0,3299.8,0
5.01,0,0,0,7597.2,0,3299.6,0
5.015,0,0,0,7595.8,0,3299.4,0
5.02,0,0,0,7594.4,0,3299.2,0
5.025,0,0,0,7593,0,3299,0
5.03,0,0,0,7591.6,0,3298.8,0
5.035,0,0,0,7590.2,0,3298.6,0
5.04,0,0,0,7588.8,0,3298.4,0
5.045,0,0,0,7587.4,0,3298.2,0
5.05,0,0,0,7586,0,3298,0
5.055,0,0,0,7584.6,0,3297.8,0
5.06,0,0,0,7583.2,0,3297.6,0
5.065,0,0,0,7581.8,0,3297.4,0
5.07,0,0,0,7580.4,0,3297.2,0
5.075,0,0,0,7579,0,3297,0
5.08,0,0,0,7577.6,0,3296.8,0
5.085,0,0,0,7576.2,0,3296.6,0
5.09,0,0,0,7574.8,0,3296.4,0
5.095,0,0,0,7573.4,0,3296.2,0
5.1,0,0,0,7572,0,3296,0
5.105,0,0,0,7570.6,0,3295.8,0
5.11,0,0,0,7569.2,0,3295.6,0
5.115,0,0,0,7567.8,0,3295.4,0
5.12,0,0,0,7566.4,0,3295.2,0
5.125,0,0,0,7565,0,3295,0
5.13,0,0,0,7563.6,0,3294.8,0
5.135,0,0,0,7562.2,0,3294.6,0
5.14,0,0,0,7560.8,0,3294.4,0
5.145,0,0,0,7559.4,0,3294.2,0
5.15,0,0,0,7558,0,3294,0
5.155,0,0,0,7556.6,0,3293.8,0
5.16,0,0,0,7555.2,0,3293.6,0
5.165,0,0,0,7553.8,0,3293.4,0
5.17,0,0,0,7552.4,0,3293.2,0
5.175,0,0,0,7551,0,3293,0
5.18,0,0,0,7549.6,0,3292.8,0
5.185,0,0,0,7548.2,0,3292.6,0
5.19,0,0,0,7546.8,0,3292.4,0
5.195,0,0,0,7545.4,0,3292.2,0
5.2,0,0,0,7544,0,3292,0
5.205,0,0,0,7542.6,0,3291.8,0
5.21,0,0,0,7541.2,0,3291.6,0
5.215,0,0,0,7539.8,0,3291.4,0
5.22,0,0,0,7538.4,0,3291.2,0
5.225,0,0,0,7537,0,3291,0
5.23,0,0,0,7535.6,0,3290.8,0
5.235,0,0,0,7534.2,0,3290.6,0
5.24,0,0,0,7532.8,0,3290.4,0
5.245,0,0,0,7531.4,0,3290.2,0
5.25,0,0,0,7530,0,3290,0
5.255,0,0,0,7528.6,0,3289.8,0
5.26,0,0,0,7527.2,0,3289.6,0
5.265,0,0,0,7525.8,0,3289.4,0
5.27,0,0,0,7524.4,0,3289.2,0
5.275,0,0,0,7523,0,3289,0
5.28,0,0,0,7521.6,0,3288.8,0
5.285,0,0,0,7520.2,0,3288.6,0
5.29,0,0,0,7518.8,0,3288.4,0
5.295,0,0,0,7517.4,0,3288.2,0
5.3,0,0,0,7516,0,3288,0
5.305,0,0,0,7514.6,0,3287.8,0
5.31,0,0,0,7513.2,0,3287.6,0
5.315,0,0,0,7511.8,0,3287.4,0
5.32,0,0,0,7510.4,0,3287.2,0
5.325,0,0,0,7509,0,3287,0
5.33,0,0,0,7507.6,0,3286.8,0
5.335,0,0,0,7506.2,0,3286.6,0
5.34,0,0,0,7504.8,0,3286.4,0
5.345,0,0,0,7503.4,0,3286.2,0
5.35,0,0,0,7502,0,3286,0
5.355,0,0,0,7500.6,0,3285.8,0
5.36,0,0,0,7499.2,0,3285.6,0
5.365,0,0,0,7497.8,0,3285.4,0
5.37,0,0,0,7496.4,0,3285.2,0
5.375,0,0,0,7495,0,3285,0
5.38,0,0,0,7493.6,0,3284.8,0
5.385,0,0,0,7492.2,0,3284.6,0
5.39,0,0,0,7490.8,0,3284.4,0
5.395,0,0,0,7489.4,0,3284.2,0
5.4,0,0,0,7488,0,3284,0
5.405,0,0,0,7486.6,0,3283.8,0
5.41,0,0,0,7485.2,0,3283.6,0
5.415,0,0,0,7483.8,0,3283.4,0
5.42,0,0,0,7482.4,0,3283.2,0
5.425,0,0,0,7481,0,3283,0
5.43,0,0,0,7479.6,0,3282.8,0
5.435,0,0,0,7478.2,0,3282.6,0
5.44,0,0,0,7476.8,0,3282.4,0
5.445,0,0,0,7475.4,0,3282.2,0
5.45,0,0,0,7474,0,3282,0
5.455,0,0,0,7472.6,0,3281.8,0
5.46,0,0,0,7471.2,0,3281.6,0
5.465,0,0,0,7469.8,0,3281.4,0
5.47,0,0,0,7468.4,0,3281.2,0
5.475,0,0,0,7467,0,3281,0
5.48,0,0,0,7465.6,0,3280.8,0
5.485,0,0,0,7464.2,0,3280.6,0
5.49,0,0,0,7462.8,0,3280.4,0
5.495,0,0,0,7461.4,0,3280.2,0
5.5,0,0,0,7460,0,3280,0
5.505,0,0,0,7458.6,0,3279.8,0
5.51,0,0,0,7457.2,0,3279.6,0
5.515,0,0,0,7455.8,0,3279.4,0
5.52,0,0,0,7454.4,0,3279.2,0
5.525,0,0,0,7453,0,3279,0
5.53,0,0,0,7451.6,0,3278.8,0
5.535,0,0,0,7450.2,0,3278.6,0
5.54,0,0,0,7448.8,0,3278.4,0
5.545,0,0,0,7447.4,0,3278.2,0
5.55,0,0,0,7446,0,3278,0
5.555,0,0,0,7444.6,0,3277.8,0
5.56,0,0,0,7443.2,0,3277.6,0
5.565,0,0,0,7441.8,0,3277.4,0
5.57,0,0,0,7440.4,0,3277.2,0
5.575,0,0,0,7439,0,3277,0
5.58,0,0,0,7437.6,0,3276.8,0
5.585,0,0,0,7436.2,0,3276.6,0
5.59,0,0,0,7434.8,0,3276.4,0
5.595,0,0,0,7433.4,0,3276.2,0
5.6,0,0,0,7432,0,3276,0
5.605,0,0,0,7430.6,0,3275.8,0
5.61,0,0,0,7429.2,0,3275.6,0
5.615,0,0,0,7427.8,0,3275.4,0
5.62,0,0,0,7426.4,0,3275.2,0
5.625,0,0,0,7425,0,3275,0
5.63,0,0,0,7423.6,0,3274.8,0
5.635,0,0,0,7422.2,0,3274.6,0
5.64,0,0,0,7420.8,0,3274.4,0
5.645,0,0,0,7419.4,0,3274.2,0
5.65,0,0,0,7418,0,3274,0
5.655,0,0,0,7416.6,0,3273.8,0
